,ano_eleicao,nome,nome_urna,numero_sequencial,numero_urna,sigla_uf_nascimento,sigla_partido,numero_partido,tipo_agremiacao,descricao_cargo,despesa_maxima_campanha,idade_data_posse,descricao_cor_raca,descricao_estado_civil,descricao_genero,descricao_grau_instrucao,descricao_nacionalidade,descricao_ocupacao,concorre_reeleicao,declara_bens,descricao_totalizacao_turno
2283523,2018,ANA CYNTIA AZEVEDO PINTO,ANA AZEVEDO,190000624651,4437.0,MA,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,N,S,SUPLENTE
2283524,2018,WASHINGTON ROSA DE OLIVEIRA,DR. WASHINGTON ROSA,190000603390,7723.0,RJ,SOLIDARIEDADE,77,COLIGACAO,DEPUTADO FEDERAL,0.0,48.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283529,2018,FERNANDA LIMA CASEMIRO,FERNANDA LIMA,190000602090,5054.0,RJ,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,-1.0,34.0,PRETA,SOLTEIRO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,
2283533,2018,DIERRY LUIZ ALVES MORENO,DIERRY LUIZ,190000606040,3150.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,-1.0,53.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PEDAGOGO,N,N,
2283534,2018,RISOLENE GOMES DE ARAUJO,PASTORA LENINHA,190000607837,2063.0,PE,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,63.0,PARDA,DIVORCIADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,N,SUPLENTE
2283540,2018,MICHELE ALVES SANTOS SABINO,MICHELE SABINO,190000625205,2707.0,RJ,DC,27,COLIGACAO,DEPUTADO FEDERAL,0.0,37.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283541,2018,ROBSON DE SOUZA FARIAS,ROBINHO DO RAIO X,190000603385,7732.0,RJ,SOLIDARIEDADE,77,COLIGACAO,DEPUTADO FEDERAL,0.0,33.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,TECNICO DE LABORATORIO E RAIOS X,N,N,NAO ELEITO
2283543,2018,ANTONIO COSTA DE BRITTO,ZE BONITINHO,190000607859,2044.0,RJ,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,81.0,PARDA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,S,SUPLENTE
2283545,2018,LETICIA ALVES PEREIRA ENTRAGO,DRA. LETICIA COSTA,190000606058,3111.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,35.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,N,S,SUPLENTE
2283548,2018,TALIRIA PETRONE SOARES,TALIRIA PETRONE,190000602120,5077.0,RJ,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,33.0,PRETA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,ELEITO POR QP
2283549,2018,ENOCK AMARAL OLIVEIRA,ENOCK AMARAL,190000606042,3119.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,43.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO",N,S,SUPLENTE
2283553,2018,MARCELO HENRIQUES BAPTISTA,MARCELO PIUI,190000606063,3199.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,48.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283554,2018,CLAUDIO LOPES DA SILVA,CLAUDIO LOPES,190000616254,3353.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,0.0,43.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
2283559,2018,FRANCISCA VALDENICE CASTELO BRANCO,FRANCISCA CASTELO BRANCO,190000604172,1907.0,CE,PODE,19,COLIGACAO,DEPUTADO FEDERAL,0.0,60.0,BRANCA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283563,2018,DIOGO JOSE DE LIMA ALVES,DIOGAO BEM MELHOR,190000603413,4544.0,RJ,PSDB,45,COLIGACAO,DEPUTADO FEDERAL,0.0,37.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,SUPLENTE
2283564,2018,SORAYA FONTES FEITOZA DA SILVA,SORAYA FONTES,190000606089,3102.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,55.0,PARDA,VIUVO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,SUPLENTE
2283565,2018,ENIR LEAL MACHADO BRUM,ENIR LEAL,190000628116,5103.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,59.0,BRANCA,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,S,NAO ELEITO
2283567,2018,ACRAILTON FORDE,ITO MELODIA,190000614943,3678.0,RJ,PTC,36,COLIGACAO,DEPUTADO FEDERAL,0.0,49.0,PRETA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,CANTOR E COMPOSITOR,N,S,NAO ELEITO
2283569,2018,LUIZ ALEXANDRE DA COSTA PEREIRA,LAP,190000622757,5445.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,-1.0,65.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,
2283571,2018,ROBERTO MEDINA,ROBERTO MEDINA,190000615568,4024.0,RJ,PSB,40,COLIGACAO,DEPUTADO FEDERAL,0.0,59.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,N,S,SUPLENTE
2283572,2018,JOELSON CAVALCANTE DA SILVA,PROF MAX,190000606050,3132.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,49.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,SUPLENTE
2283574,2018,ANDRE MACHADO GONCALVES,ANDRE MACHADO,190000629191,2504.0,RJ,DEM,25,COLIGACAO,DEPUTADO FEDERAL,0.0,49.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,N,S,SUPLENTE
2283575,2018,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,190000607419,2580.0,RN,DEM,25,COLIGACAO,DEPUTADO FEDERAL,0.0,59.0,PARDA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,SUPLENTE
2283577,2018,FERNANDA SANTOS FRANCA,FERNANDA FRANCA,190000626249,2861.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,40.0,BRANCA,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
2283578,2018,CONCEICAO DE MARIA RIBEIRO DAMAZIO,CONCEICAO DAMAZIO,190000622744,5405.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,56.0,PRETA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
2283583,2018,NEWTON MELLO MOTTA NETO,NEWTON NETO,190000607479,1588.0,RJ,MDB,15,COLIGACAO,DEPUTADO FEDERAL,-1.0,40.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,N,
2283587,2018,ADRIANO SANTANA DE CARVALHO,DIDI,190000625167,2701.0,RJ,DC,27,COLIGACAO,DEPUTADO FEDERAL,0.0,33.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283593,2018,MARINILDO NOGUEIRA GOMES,BUIU,190000622760,5419.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,28.0,PRETA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"ESTUDANTE, BOLSISTA, ESTAGIARIO E ASSEMELHADOS",N,N,NAO ELEITO
2283595,2018,MARIA ELIZABETH PORTELA DE VASCONCELLOS,MARIA PORTELA,190000615504,1297.0,RJ,PDT,12,COLIGACAO,DEPUTADO FEDERAL,0.0,52.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283601,2018,PAULO CESAR DA GUIA ALMEIDA,DR. PAULO CESAR,190000604199,2255.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,N,S,SUPLENTE
2283605,2018,LUIS FERNANDO COSTA,DR. FERNANDO,190000624667,4433.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,58.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283606,2018,ROBSON DE VASCONCELOS,ROBSON DA PAVUNA,190000628287,5111.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,NAO ELEITO
2283614,2018,SONIA MARTA FERREIRA DE MENEZES,SONIA MARTHA MENEZES,190000603427,4554.0,RJ,PSDB,45,COLIGACAO,DEPUTADO FEDERAL,0.0,69.0,PARDA,DIVORCIADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"TRADUTOR, INTERPRETE E FILOLOGO",N,S,SUPLENTE
2283620,2018,SCARLETT ROSE MATOS,SCARLET ROSE,190000607446,1135.0,RJ,PP,11,COLIGACAO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIARIO,N,S,SUPLENTE
2283625,2018,ROSEMERY TERRA FLORIANO DA SILVA,ROSE TERRA,190000628284,5192.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,50.0,PRETA,CASADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,VEREADOR,N,N,NAO ELEITO
2283626,2018,MARIA TEREZA MARTINS BORGES PEREIRA,TEREZA DA MARICABA,190000601153,5581.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,48.0,BRANCA,CASADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283627,2018,LUIS RODRIGO ESTEVES DE SOUZA,RODRIGO SOUZA,190000626270,2828.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,42.0,BRANCA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,NAO ELEITO
2283629,2018,GENIVAL BARBOSA DA SILVA,GENIVAL DO JORNAL,190000626408,1045.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,63.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,SUPLENTE
2283633,2018,REGINA CELIA DE MATIA TOSTA,REGINA TOSTA,190000614966,3612.0,RJ,PTC,36,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,N,NAO ELEITO
2283635,2018,LEONARDO JOSE MATTOS SULTANI,SULTANI,190000602272,3017.0,RJ,NOVO,30,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,42.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,N,S,SUPLENTE
2283638,2018,HELIA CARLA HENRIQUES DA ROCHA,HELIA DA ROCHA,190000622784,5434.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,30.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
2283651,2018,GENILDO LEANDRO DA COSTA,LEANDRO,190000622750,5474.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,63.0,BRANCA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,NAO ELEITO
2283652,2018,CLAVIO BARBOZA BONIFACIO,ESPETO,190000623256,1802.0,RJ,REDE,18,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,26.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,NAO ELEITO
2283653,2018,ANTONIO LUIZ ALVES CERQUEIRA,MANO LUIZAO,190000622738,5459.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,59.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
2283657,2018,RAQUEL NIEDERMEYER DENARDIN,RAQUEL STASIAKI,190000614672,1718.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,42.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283666,2018,PEDRO AUGUSTO PALARETI,PEDRO AUGUSTO,190000601075,5580.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,55.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,LOCUTOR E COMENTARISTA DE RADIO E TELEVISAO E RADIALISTA,N,S,SUPLENTE
2283671,2018,GLORIA CRISTINA DO NASCIMENTO,GLORIA DO JEFERSON,190000626434,1003.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,46.0,BRANCA,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
2283673,2018,ELAINE ALVES DE CARVALHO,ELAINE NEGRITUDE,190000604144,1941.0,RJ,PODE,19,COLIGACAO,DEPUTADO FEDERAL,0.0,41.0,PRETA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO FUNDAMENTAL,N,N,SUPLENTE
2283678,2018,MARCIO PACHECO DE ANDRADE,MARCIO ANDRADE,190000603403,7755.0,RJ,SOLIDARIEDADE,77,COLIGACAO,DEPUTADO FEDERAL,0.0,48.0,PARDA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283685,2018,EMMANUELLA RIOBOO DA COSTA,EMMANUELLA RIOBOO,190000614948,3650.0,RJ,PTC,36,COLIGACAO,DEPUTADO FEDERAL,0.0,31.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"ESTUDANTE, BOLSISTA, ESTAGIARIO E ASSEMELHADOS",N,S,NAO ELEITO
2283687,2018,RINALDO CARLOS DA COSTA DE SOUZA,REV. RINALDO,190000626291,2879.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,56.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,N,N,NAO ELEITO
2283691,2018,JUECIO MEDEIROS DE OLIVEIRA,JUECIO,190000603437,2344.0,PE,PPS,23,COLIGACAO,DEPUTADO FEDERAL,0.0,56.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,S,SUPLENTE
2283696,2018,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,190000613602,1377.0,RJ,PT,13,COLIGACAO,DEPUTADO FEDERAL,0.0,76.0,PRETA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,ELEITO POR QP
2283697,2018,ANDERSON BRAGA MIRANDA,DINHO DA FARMACIA,190000604182,2200.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,0.0,42.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,VEREADOR,N,S,SUPLENTE
2283698,2018,MARIA ISABEL DA SILVA ROSA COSTA,BEBEL,190000607929,5506.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,53.0,PRETA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,"ESTUDANTE, BOLSISTA, ESTAGIARIO E ASSEMELHADOS",N,N,SUPLENTE
2283700,2018,DAVID CALDAS DOS SANTOS,DAVID SANTOS,190000607826,2034.0,RJ,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,51.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,AGENTE ADMINISTRATIVO,N,N,SUPLENTE
2283701,2018,VILNELISON SILVA TAVARES,MAGO VILNELISON TAVARES,190000625165,4353.0,RJ,PV,43,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283705,2018,IVAN FRANCISCO DE FIGUEREDO,IVAN FIGUEREDO,190000607829,2056.0,PB,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,62.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,TAXISTA,N,S,SUPLENTE
2283706,2018,DANILO FUNKE LEME,DANILO FUNKE,190000602085,5018.0,DF,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,39.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,BANCARIO E ECONOMIARIO,N,S,SUPLENTE
2283707,2018,ROGERIO DA SILVA JORDES,ROGERIO DA MAQUINA,190000624644,4410.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,52.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283710,2018,FELIPE CESAR BORGES SAUL,FELIPE SAUL,190000604176,1992.0,RJ,PODE,19,COLIGACAO,DEPUTADO FEDERAL,-1.0,66.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,N,
2283711,2018,ADRIANA CRISTINA BARCELOS FALCAO,DRICA COLORIDA,190000614912,3556.0,RJ,PMB,35,COLIGACAO,DEPUTADO FEDERAL,0.0,41.0,BRANCA,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
2283713,2018,LILMAR GOUVEIA GARCIA,LIL,190000607455,1420.0,RJ,PTB,14,COLIGACAO,DEPUTADO FEDERAL,0.0,55.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
2283714,2018,LUIZ DA SILVA MACHADO,COWBOY BELEZA,190000607443,1144.0,RJ,PP,11,COLIGACAO,DEPUTADO FEDERAL,0.0,69.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,VEREADOR,N,S,SUPLENTE
2283716,2018,CELIO DA SILVA SANTOS,CELIO SANTOS,190000604184,2291.0,MG,PR,22,COLIGACAO,DEPUTADO FEDERAL,-1.0,66.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,S,
2283717,2018,ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,190000604179,2290.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,SUPLENTE
2283718,2018,ADILIO SALVADOR SARAIVA,ADILIO SARAIVA,190000626292,2899.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,39.0,PARDA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,NAO ELEITO
2283719,2018,RAFAEL ADONIS DE ASSIS FILHO,RAFAEL ADONIS,190000623260,1843.0,RJ,REDE,18,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,31.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,NAO ELEITO
2283722,2018,IVAN CARLOS DE SOUZA DE OLIVEIRA,IVAN MACEDO,190000626435,1099.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,30.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,N,S,SUPLENTE
2283725,2018,CLEIDE OLIVEIRA DA ROCHA,CLEIDE OLIVEIRA,190000603381,7797.0,RJ,SOLIDARIEDADE,77,COLIGACAO,DEPUTADO FEDERAL,0.0,42.0,PARDA,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,N,SUPLENTE
2283729,2018,CARLOS ZALBERTO BOA MORTE FILHO,XARA BOA MORTE,190000628279,5121.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,41.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,S,NAO ELEITO
2283734,2018,PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,190000607425,2501.0,RJ,DEM,25,COLIGACAO,DEPUTADO FEDERAL,0.0,46.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,ELEITO POR QP
2283737,2018,ESMERALDA FURTADO DA SILVA,ESMERALDA FURTADO,190000615506,1216.0,RJ,PDT,12,COLIGACAO,DEPUTADO FEDERAL,0.0,39.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,FARMACEUTICO,N,N,SUPLENTE
2283742,2018,CAMILO AUGUSTO SEQUEIRA,CAMILO SEQUEIRA,190000603432,2333.0,ZZ,PPS,23,COLIGACAO,DEPUTADO FEDERAL,0.0,69.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,PORTUGUESA COM IGUALDADE DE DIREITOS,OUTROS,N,N,SUPLENTE
2283745,2018,MIRYAM INEZ DE LIMA,MIRIAM INEZ,190000603441,2346.0,RJ,PPS,23,COLIGACAO,DEPUTADO FEDERAL,0.0,54.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,S,SUPLENTE
2283747,2018,OTO JANES LEITE DE OLIVEIRA,OTOJANES FILHO,190000616219,7026.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,36.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,S,SUPLENTE
2283748,2018,NORMA TEIXEIRA DEMUNER,NORMA DEMUNER,190000601155,5502.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,49.0,BRANCA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283749,2018,VERA RAMOS DA SILVA,A VERA,190000616244,7050.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,57.0,BRANCA,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
2283750,2018,DEJORGE PATRICIO DA SILVA,DEJORGE PATRICIO,190000626465,1001.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,44.0,PARDA,VIUVO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283752,2018,MARCELO CALERO FARIA GARCIA,MARCELO CALERO,190000603438,2323.0,RJ,PPS,23,COLIGACAO,DEPUTADO FEDERAL,0.0,36.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,ELEITO POR QP
2283760,2018,VANESSA POYARES TUFFY FELIPPE BETHLEM,VANESSA FELIPPE,190000616263,3321.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,0.0,46.0,BRANCA,DIVORCIADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283761,2018,CARLOS ALBERTO DA SILVA PIRES,TIO CARLINHOS,190000614676,1713.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,65.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO CIVIL APOSENTADO,N,S,SUPLENTE
2283762,2018,JOSE MAURO VAZ LOBO,MAURO LOBO,190000607421,2526.0,RJ,DEM,25,COLIGACAO,DEPUTADO FEDERAL,0.0,62.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
